type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Treated,46,50,3-Moderately,Small (5-99),Business taxes,Open,497,3,2,Toronto
Treated,47,54,3-Moderately,Small (5-99),Rent,Closed,105,3.5,3,Toronto
Treated,42,62,5-Extremely,Small (5-99),Paying vendors,Open,453,4.7,3,London
Treated,41,55,5-Extremely,Micro (1-4),Rent,New,88,3.7,2,Toronto
Treated,55,62,4-Very,Small (5-99),Payroll,Open,174,3.4,2,Toronto
Treated,40,48,4-Very,Micro (1-4),Paying vendors,Open,425,4.1,1,Toronto
Treated,43,48,5-Extremely,Small (5-99),Payroll,Open,60,3,3,London
Treated,61,61,4-Very,Micro (1-4),Rent,Open,203,3.2,2,Toronto
Treated,33,41,4-Very,Small (5-99),Business taxes,Open,9,3,3,Toronto
Treated,59,59,5-Extremely,Small (5-99),Business taxes,Open,152,3.8,1,Toronto
Treated,61,47,4-Very,Small (5-99),Business taxes,Open,407,3.8,2,Hamilton
Treated,48,49,3-Moderately,Micro (1-4),Rent,New,392,3,3,London
Treated,47,57,5-Extremely,Small (5-99),Rent,Open,74,3.4,2,London
Treated,31,51,4-Very,Micro (1-4),Paying vendors,Open,310,3.1,2,Ottawa
Treated,48,56,4-Very,Micro (1-4),Rent,Open,459,3.2,2,Hamilton
Treated,49,50,3-Moderately,Small (5-99),Payroll,Closed,200,2.8,1,Toronto
Treated,52,56,3-Moderately,Small (5-99),Payroll,Open,245,3.3,3,Toronto
Treated,49,46,4-Very,Small (5-99),Rent,Open,411,3.3,2,Toronto
Treated,58,51,5-Extremely,Micro (1-4),Insurance,Open,21,3,2,Toronto
Treated,45,49,3-Moderately,Micro (1-4),Rent,Closed,162,3,2,Toronto
Treated,40,56,5-Extremely,Micro (1-4),Insurance,Open,158,3.3,2,Toronto
Treated,36,48,3-Moderately,Small (5-99),Business taxes,Open,90,3.7,2,Ottawa
Treated,46,39,5-Extremely,Small (5-99),Rent,Open,100,3.4,2,Toronto
Treated,45,51,3-Moderately,Small (5-99),Rent,Open,404,3.4,2,Toronto
Treated,52,54,4-Very,Small (5-99),Payroll,Open,117,3.7,3,Toronto
Treated,35,47,5-Extremely,Small (5-99),Payroll,Open,4,2.9,2,Toronto
Treated,49,49,5-Extremely,Small (5-99),Rent,Open,149,3,2,Hamilton
Treated,51,51,4-Very,Small (5-99),Insurance,Open,127,3.2,3,Toronto
Treated,49,57,4-Very,Small (5-99),Rent,Open,273,3.5,2,Toronto
Treated,48,43,4-Very,Small (5-99),Rent,Open,346,4,3,London
Treated,43,49,4-Very,Small (5-99),Business taxes,Open,94,2.6,2,Ottawa
Treated,53,38,4-Very,Small (5-99),Insurance,Open,169,3.8,2,Ottawa
Treated,56,44,5-Extremely,Small (5-99),Rent,Open,401,3.5,2,Ottawa
Treated,54,52,5-Extremely,Small (5-99),Paying vendors,Open,211,2.8,1,Hamilton
Treated,51,49,2-Slightly,Micro (1-4),Business taxes,Open,391,3.6,2,Toronto
Treated,57,51,5-Extremely,Small (5-99),Insurance,Open,32,3.8,2,Toronto
Treated,39,50,2-Slightly,Small (5-99),Paying vendors,Open,477,3.7,1,Toronto
Treated,60,49,5-Extremely,Small (5-99),Rent,Open,294,3,2,Toronto
Treated,42,52,3-Moderately,Small (5-99),Insurance,Open,7,3.6,2,Toronto
Treated,45,55,1-Not at all,Small (5-99),Rent,Open,376,3.9,2,Ottawa
Treated,41,54,4-Very,Small (5-99),Business taxes,Open,430,3.9,2,Toronto
Treated,54,53,2-Slightly,Small (5-99),Payroll,Open,331,3.9,3,Toronto
Treated,39,53,1-Not at all,Small (5-99),Rent,Open,277,3.7,3,Hamilton
Treated,53,46,5-Extremely,Small (5-99),Business taxes,Open,447,2.9,2,Toronto
Treated,60,51,3-Moderately,Small (5-99),Business taxes,Open,448,2.7,2,Toronto
Treated,34,51,4-Very,Small (5-99),Rent,Open,206,3.2,2,Toronto
Treated,66,45,5-Extremely,Micro (1-4),Insurance,Open,43,3.4,2,Ottawa
Treated,50,42,5-Extremely,Micro (1-4),Payroll,Open,72,3.1,1,Toronto
Treated,62,53,5-Extremely,Small (5-99),Business taxes,Open,298,2.9,1,Toronto
Treated,50,55,4-Very,Small (5-99),Business taxes,Open,81,3.9,2,Ottawa
Treated,34,49,2-Slightly,Micro (1-4),Business taxes,Open,167,2.5,3,Hamilton
Treated,45,54,4-Very,Small (5-99),Rent,Open,160,3.2,2,Toronto
Treated,46,50,3-Moderately,Medium (100-499),Payroll,Open,159,3.8,2,Toronto
Treated,49,45,4-Very,Micro (1-4),Rent,Open,464,3.2,2,Toronto
Treated,43,44,5-Extremely,Small (5-99),Paying vendors,Open,258,3.4,2,Toronto
Treated,39,51,4-Very,Small (5-99),Paying vendors,Open,313,3.7,2,Toronto
Treated,45,54,1-Not at all,Medium (100-499),Business taxes,Open,227,2.7,2,Toronto
Treated,53,50,5-Extremely,Small (5-99),Rent,Open,285,3.6,2,Thunder Bay
Treated,56,46,5-Extremely,Small (5-99),Rent,Open,45,3.4,2,London
Treated,45,56,3-Moderately,Small (5-99),Business taxes,Open,306,2.7,2,Toronto
Treated,54,52,5-Extremely,Micro (1-4),Paying vendors,Open,152,3,2,Toronto
Treated,58,52,5-Extremely,Small (5-99),Payroll,Open,378,4.5,2,Thunder Bay
Treated,39,50,5-Extremely,Small (5-99),Insurance,New,18,3.8,2,Toronto
Treated,54,45,2-Slightly,Small (5-99),Paying vendors,Open,277,3.7,2,Toronto
Treated,45,46,5-Extremely,Small (5-99),Paying vendors,Open,225,3.9,2,Toronto
Treated,42,54,3-Moderately,Micro (1-4),Business taxes,Open,322,3.8,2,Toronto
Treated,41,54,5-Extremely,Small (5-99),Business taxes,Open,382,2.9,1,Ottawa
Treated,40,46,3-Moderately,Small (5-99),Insurance,Open,75,3.6,2,Ottawa
Treated,49,50,5-Extremely,Micro (1-4),Payroll,Open,313,3.5,2,Toronto
Treated,45,45,5-Extremely,Micro (1-4),Rent,Open,470,3.4,2,Ottawa
Treated,49,47,3-Moderately,Small (5-99),Payroll,Open,238,3.2,2,Toronto
Treated,45,48,5-Extremely,Micro (1-4),Paying vendors,Open,119,3.2,2,Toronto
Treated,48,48,5-Extremely,Small (5-99),Paying vendors,Open,69,3.2,2,Ottawa
Treated,49,39,5-Extremely,Small (5-99),Business taxes,Open,18,3.2,1,Ottawa
Treated,49,41,3-Moderately,Small (5-99),Paying vendors,Open,79,3.9,2,Toronto
Treated,45,57,4-Very,Small (5-99),Rent,Open,279,3.4,2,Toronto
Treated,48,49,3-Moderately,Small (5-99),Rent,Open,229,3.2,3,Toronto
Treated,52,44,4-Very,Small (5-99),Rent,Open,414,3.6,2,Hamilton
Treated,60,44,5-Extremely,Small (5-99),Payroll,New,222,3.8,2,Toronto
Treated,62,57,3-Moderately,Micro (1-4),Insurance,Open,27,3.8,2,Toronto
Treated,51,46,2-Slightly,Small (5-99),Rent,Open,362,3.3,2,Ottawa
Treated,46,47,3-Moderately,Small (5-99),Rent,Open,470,3.6,2,Toronto
Treated,50,52,4-Very,Small (5-99),Business taxes,Open,191,3.2,2,Hamilton
Treated,44,41,4-Very,Small (5-99),Paying vendors,Open,418,3,3,Hamilton
Treated,45,56,1-Not at all,Small (5-99),Paying vendors,Open,17,3.3,2,Toronto
Treated,42,54,4-Very,Small (5-99),Insurance,Open,421,3.4,2,Ottawa
Treated,55,48,5-Extremely,Small (5-99),Insurance,Open,245,2.4,2,Toronto
Treated,44,54,4-Very,Small (5-99),Paying vendors,Closed,120,3,2,Ottawa
Treated,51,44,5-Extremely,Small (5-99),Paying vendors,Open,130,3.9,2,Toronto
Treated,40,49,5-Extremely,Small (5-99),Paying vendors,Open,344,3.9,1,Toronto
Treated,37,43,4-Very,Small (5-99),Rent,Open,255,3.4,2,Toronto
Treated,30,51,4-Very,Small (5-99),Paying vendors,Closed,36,3.7,1,Toronto
Treated,46,46,3-Moderately,Micro (1-4),Rent,Open,53,3.6,2,Thunder Bay
Treated,47,49,5-Extremely,Micro (1-4),Rent,Open,187,4.1,2,Toronto
Treated,33,56,5-Extremely,Micro (1-4),Paying vendors,Open,106,3.1,2,Toronto
Treated,39,47,5-Extremely,Micro (1-4),Paying vendors,Open,184,3.4,2,Hamilton
Treated,42,45,3-Moderately,Small (5-99),Paying vendors,New,183,3.4,3,London
Treated,55,53,5-Extremely,Small (5-99),Rent,Open,25,3.2,3,Toronto
Treated,50,48,2-Slightly,Small (5-99),Rent,Open,439,4.3,2,Hamilton
Treated,48,40,5-Extremely,Small (5-99),Payroll,Open,75,3.2,2,London
Treated,45,58,5-Extremely,Small (5-99),Business taxes,Open,104,3.3,2,Toronto
Treated,40,55,5-Extremely,Small (5-99),Rent,Open,383,4.4,2,Ottawa
Treated,47,46,5-Extremely,Small (5-99),Paying vendors,Open,394,2.4,1,Toronto
Treated,56,48,5-Extremely,Small (5-99),Business taxes,Open,159,3.6,2,Toronto
Treated,53,59,5-Extremely,Micro (1-4),Business taxes,Open,303,4.1,3,Ottawa
Treated,51,40,5-Extremely,Small (5-99),Business taxes,Open,74,3.4,2,Toronto
Treated,44,50,5-Extremely,Small (5-99),Paying vendors,Open,489,3.8,2,Toronto
Treated,46,51,3-Moderately,Small (5-99),Rent,Open,435,3.6,2,Toronto
Treated,53,46,2-Slightly,Small (5-99),Rent,Open,388,3.3,2,Toronto
Treated,48,60,3-Moderately,Small (5-99),Payroll,Open,305,2.9,2,Toronto
Treated,62,48,4-Very,Small (5-99),Insurance,Closed,75,5.1,2,Hamilton
Treated,57,48,3-Moderately,Small (5-99),Business taxes,Open,297,4.3,2,Toronto
Treated,41,47,5-Extremely,Small (5-99),Rent,Open,11,3.4,2,Toronto
Treated,43,44,5-Extremely,Small (5-99),Paying vendors,Open,415,3.8,3,Toronto
Treated,44,46,5-Extremely,Micro (1-4),Rent,Open,416,4,2,Toronto
Treated,36,53,4-Very,Small (5-99),Rent,Open,275,3,2,Toronto
Treated,36,53,5-Extremely,Small (5-99),Business taxes,Open,205,4.2,2,Hamilton
Treated,52,49,2-Slightly,Small (5-99),Rent,Open,100,3.4,2,Toronto
Treated,48,44,4-Very,Small (5-99),Rent,Open,213,3.1,1,Toronto
Treated,46,50,5-Extremely,Small (5-99),Insurance,Open,446,3.6,1,Toronto
Treated,44,53,4-Very,Micro (1-4),Rent,Open,343,3.7,1,Hamilton
Treated,48,50,5-Extremely,Small (5-99),Rent,Open,49,3.3,2,Ottawa
Treated,42,54,5-Extremely,Small (5-99),Rent,Open,258,4,2,Toronto
Treated,43,52,4-Very,Small (5-99),Payroll,Open,456,3.6,2,Ottawa
Treated,48,51,5-Extremely,Small (5-99),Insurance,Open,6,3.3,2,Toronto
Treated,52,55,5-Extremely,Micro (1-4),Rent,Open,66,3.3,3,Toronto
Treated,54,47,4-Very,Small (5-99),Payroll,Open,371,3.4,2,Hamilton
Treated,52,48,4-Very,Small (5-99),Business taxes,Open,476,3.4,2,Hamilton
Treated,49,54,4-Very,Micro (1-4),Business taxes,Open,324,3.7,2,Ottawa
Treated,44,45,3-Moderately,Small (5-99),Paying vendors,Open,21,3.7,1,Toronto
Treated,53,50,5-Extremely,Small (5-99),Rent,Open,307,4,2,Toronto
Treated,50,49,3-Moderately,Small (5-99),Payroll,Open,245,2.9,2,Toronto
Treated,42,50,5-Extremely,Micro (1-4),Rent,Open,267,2.6,2,Hamilton
Treated,40,45,4-Very,Small (5-99),Rent,Open,12,3.1,2,Ottawa
Treated,49,48,4-Very,Small (5-99),Payroll,Open,170,3.8,2,Toronto
Treated,55,49,3-Moderately,Small (5-99),Paying vendors,Open,454,3.1,1,Toronto
Treated,43,54,5-Extremely,Small (5-99),Insurance,Open,243,2.9,1,Ottawa
Treated,58,56,3-Moderately,Small (5-99),Rent,Open,302,3.5,3,Toronto
Treated,52,52,5-Extremely,Small (5-99),Business taxes,Open,64,4.6,2,Toronto
Treated,54,40,4-Very,Small (5-99),Paying vendors,Open,227,3.5,2,Toronto
Treated,50,51,4-Very,Micro (1-4),Business taxes,Open,114,4.2,1,Toronto
Treated,59,48,5-Extremely,Small (5-99),Paying vendors,Open,13,3,2,Toronto
Treated,45,50,5-Extremely,Small (5-99),Paying vendors,Open,305,3.3,2,Toronto
Treated,44,42,5-Extremely,Micro (1-4),Rent,Open,491,3.1,3,Ottawa
Treated,44,53,5-Extremely,Micro (1-4),Rent,Open,351,3.5,2,Toronto
Treated,45,46,5-Extremely,Small (5-99),Rent,Open,83,3.4,2,Ottawa
Treated,52,48,5-Extremely,Micro (1-4),Payroll,Open,358,2.8,1,London
Treated,49,50,4-Very,Small (5-99),Rent,Open,305,3,3,London
Treated,36,48,3-Moderately,Small (5-99),Business taxes,Open,47,3.6,2,Ottawa
Treated,60,46,4-Very,Small (5-99),Payroll,Open,157,3.7,2,Toronto
Treated,55,55,4-Very,Micro (1-4),Paying vendors,Open,289,3,3,Toronto
Treated,51,50,4-Very,Micro (1-4),Insurance,Open,308,2.8,2,London
Treated,45,48,4-Very,Small (5-99),Business taxes,Open,260,3.9,1,Ottawa
Treated,45,48,2-Slightly,Small (5-99),Payroll,Open,152,2.8,3,Ottawa
Treated,43,42,2-Slightly,Small (5-99),Payroll,Closed,432,3.7,1,Ottawa
Treated,55,57,3-Moderately,Small (5-99),Payroll,Open,81,2.8,2,Toronto
Treated,43,50,4-Very,Small (5-99),Business taxes,Open,397,3.7,3,Thunder Bay
Treated,55,42,5-Extremely,Small (5-99),Insurance,Closed,206,3.1,2,Hamilton
Treated,45,46,3-Moderately,Micro (1-4),Payroll,Open,186,3.8,2,Toronto
Treated,42,55,5-Extremely,Small (5-99),Paying vendors,Open,153,3.4,2,Toronto
Treated,48,51,4-Very,Small (5-99),Rent,Open,318,2.7,2,London
Treated,33,51,3-Moderately,Small (5-99),Payroll,Open,43,3.5,2,Toronto
Treated,35,49,5-Extremely,Micro (1-4),Paying vendors,Open,326,3.5,3,Toronto
Treated,49,57,1-Not at all,Small (5-99),Insurance,Open,70,3.4,2,Toronto
Treated,40,47,5-Extremely,Small (5-99),Insurance,Open,389,3.8,2,Ottawa
Treated,64,49,2-Slightly,Micro (1-4),Business taxes,Open,442,4,3,Toronto
Treated,53,53,5-Extremely,Micro (1-4),Paying vendors,Open,396,3.3,3,Thunder Bay
Treated,45,51,5-Extremely,Small (5-99),Business taxes,Open,164,4.3,1,Toronto
Treated,61,51,4-Very,Micro (1-4),Insurance,New,420,2.8,3,Toronto
Treated,48,42,5-Extremely,Micro (1-4),Business taxes,Open,206,2.7,3,London
Treated,44,56,1-Not at all,Small (5-99),Business taxes,Closed,357,3.9,2,Thunder Bay
Treated,43,52,5-Extremely,Small (5-99),Rent,Open,235,3.4,2,Toronto
Treated,46,45,4-Very,Small (5-99),Insurance,Closed,291,3.5,3,Toronto
Treated,35,53,4-Very,Small (5-99),Paying vendors,Open,131,4.1,2,Ottawa
Treated,41,49,4-Very,Small (5-99),Paying vendors,Open,425,3.4,1,London
Treated,47,49,3-Moderately,Small (5-99),Rent,Open,55,2.7,2,Ottawa
Treated,42,50,3-Moderately,Small (5-99),Business taxes,Open,196,2.9,2,London
Treated,46,47,2-Slightly,Small (5-99),Rent,Open,295,3,2,London
Treated,52,56,2-Slightly,Small (5-99),Business taxes,Open,39,3.7,2,Toronto
Treated,56,54,5-Extremely,Micro (1-4),Insurance,Open,3,3.9,2,London
Treated,41,41,5-Extremely,Micro (1-4),Paying vendors,Open,446,3.2,2,Toronto
Treated,46,46,5-Extremely,Small (5-99),Payroll,Open,186,4.3,3,Toronto
Treated,53,45,1-Not at all,Small (5-99),Business taxes,Open,427,4,2,Toronto
Treated,57,51,4-Very,Small (5-99),Business taxes,Open,184,4.3,3,Toronto
Treated,39,43,5-Extremely,Small (5-99),Rent,Open,85,3.4,1,Toronto
Treated,46,58,4-Very,Small (5-99),Paying vendors,Open,362,2.8,2,Ottawa
Treated,55,57,3-Moderately,Small (5-99),Payroll,Open,474,2.9,2,Toronto
Treated,43,47,5-Extremely,Small (5-99),Payroll,Closed,56,2.8,2,Toronto
Treated,48,49,5-Extremely,Small (5-99),Payroll,Open,477,4.2,2,Ottawa
Treated,62,48,4-Very,Micro (1-4),Payroll,Open,138,4.1,2,Toronto
Treated,38,54,5-Extremely,Small (5-99),Rent,Open,88,3.7,2,Hamilton
Treated,34,53,5-Extremely,Small (5-99),Rent,Open,208,4,2,London
Treated,51,49,4-Very,Small (5-99),Payroll,Open,279,3.3,2,Toronto
Treated,48,39,4-Very,Micro (1-4),Rent,Open,142,3.1,2,Hamilton
Treated,44,59,3-Moderately,Micro (1-4),Insurance,Open,186,3.4,2,London
Treated,42,55,4-Very,Micro (1-4),Rent,Closed,76,3.1,2,Toronto
Treated,45,42,4-Very,Small (5-99),Rent,Open,334,3.7,2,Hamilton
Treated,48,50,4-Very,Micro (1-4),Business taxes,Closed,262,3.8,2,Toronto
Treated,46,48,4-Very,Small (5-99),Business taxes,Open,437,3.1,3,London
Treated,55,53,3-Moderately,Small (5-99),Payroll,Open,375,3.1,2,London
Treated,48,46,5-Extremely,Micro (1-4),Payroll,Open,180,3,3,Toronto
Treated,56,49,4-Very,Small (5-99),Business taxes,Open,458,3.7,2,Ottawa
Treated,48,58,5-Extremely,Small (5-99),Business taxes,Open,273,3.3,2,Toronto
Treated,53,56,1-Not at all,Small (5-99),Insurance,Open,97,3.6,2,Toronto
Treated,42,46,3-Moderately,Small (5-99),Insurance,Open,2,4.6,1,Ottawa
Treated,52,48,5-Extremely,Small (5-99),Rent,Closed,348,3.2,2,Ottawa
Treated,49,55,4-Very,Small (5-99),Paying vendors,Open,145,3.5,1,Hamilton
Treated,49,49,5-Extremely,Small (5-99),Rent,Open,435,3,2,Ottawa
Treated,56,48,5-Extremely,Micro (1-4),Rent,Open,129,4,2,Toronto
Treated,44,46,3-Moderately,Small (5-99),Rent,Open,365,3.3,2,Ottawa
Treated,37,51,3-Moderately,Micro (1-4),Business taxes,Open,268,2.9,2,London
Treated,44,50,3-Moderately,Small (5-99),Rent,Open,386,2.6,2,Toronto
Treated,51,54,4-Very,Small (5-99),Rent,Open,101,3.1,1,Ottawa
Treated,45,49,3-Moderately,Small (5-99),Business taxes,Open,24,3.6,2,Toronto
Treated,47,55,5-Extremely,Small (5-99),Rent,Open,364,3.2,2,Ottawa
Treated,43,48,4-Very,Micro (1-4),Payroll,Open,409,3.5,2,Ottawa
Treated,44,59,5-Extremely,Small (5-99),Business taxes,Open,460,3.9,2,Toronto
Treated,54,51,1-Not at all,Micro (1-4),Paying vendors,Open,60,4,3,Toronto
Treated,41,51,4-Very,Micro (1-4),Rent,Open,313,3.6,2,London
Treated,47,46,5-Extremely,Small (5-99),Payroll,Open,364,3.1,2,Toronto
Treated,46,56,3-Moderately,Small (5-99),Business taxes,Open,450,4.3,2,Toronto
Treated,60,59,3-Moderately,Micro (1-4),Rent,Open,214,4.3,2,London
Treated,41,51,4-Very,Micro (1-4),Paying vendors,Open,416,3.2,2,Hamilton
Treated,45,50,5-Extremely,Micro (1-4),Rent,Open,488,3.1,2,Toronto
Treated,33,45,4-Very,Small (5-99),Rent,Open,259,3.5,2,Ottawa
Treated,50,54,4-Very,Micro (1-4),Payroll,Open,24,3.7,2,Hamilton
Treated,60,46,4-Very,Small (5-99),Paying vendors,Open,348,3.1,2,Toronto
Treated,55,53,3-Moderately,Small (5-99),Rent,Closed,483,4.4,1,Toronto
Treated,49,43,4-Very,Micro (1-4),Business taxes,Open,62,2.5,2,Toronto
Treated,46,48,4-Very,Small (5-99),Insurance,Open,335,3.5,2,Toronto
Treated,49,51,4-Very,Micro (1-4),Insurance,Open,168,3.7,2,Toronto
Treated,51,49,2-Slightly,Small (5-99),Rent,Open,52,3.8,2,Ottawa
Treated,49,52,2-Slightly,Small (5-99),Paying vendors,Open,92,3.4,2,Hamilton
Treated,34,48,2-Slightly,Micro (1-4),Payroll,Open,72,3.7,2,Toronto
Treated,34,55,5-Extremely,Small (5-99),Insurance,Open,288,3.4,2,Ottawa
Treated,49,55,5-Extremely,Micro (1-4),Paying vendors,Open,353,4.2,1,London
Treated,57,51,5-Extremely,Micro (1-4),Rent,Open,59,3.9,3,Toronto
Treated,41,50,5-Extremely,Small (5-99),Payroll,Open,168,3.1,1,Toronto
Treated,55,49,5-Extremely,Small (5-99),Payroll,Open,241,3.9,2,Toronto
Treated,48,49,2-Slightly,Small (5-99),Insurance,Open,418,3.4,2,Ottawa
Treated,51,53,5-Extremely,Small (5-99),Paying vendors,Open,283,2.9,2,Toronto
Treated,44,48,4-Very,Small (5-99),Paying vendors,Open,322,3.9,2,Toronto
Treated,47,52,2-Slightly,Small (5-99),Insurance,Open,0,2.9,2,Toronto
Treated,44,60,5-Extremely,Small (5-99),Insurance,New,193,3.2,3,Toronto
Treated,53,52,5-Extremely,Small (5-99),Business taxes,Open,48,3.6,2,Toronto
Treated,60,42,4-Very,Small (5-99),Business taxes,Open,68,4.6,2,Toronto
Treated,53,46,1-Not at all,Micro (1-4),Rent,Open,172,2.9,2,Toronto
Treated,49,50,5-Extremely,Small (5-99),Business taxes,Open,397,3.1,2,Toronto
Treated,43,54,4-Very,Small (5-99),Insurance,Open,491,4.1,3,London
Treated,50,47,5-Extremely,Small (5-99),Payroll,Open,382,3.3,1,Toronto
Treated,50,48,4-Very,Small (5-99),Rent,Open,70,3.6,1,Toronto
Treated,48,50,2-Slightly,Small (5-99),Payroll,Open,14,2.7,2,Hamilton
Treated,47,48,2-Slightly,Small (5-99),Rent,Open,370,3.6,2,Thunder Bay
Treated,42,62,5-Extremely,Medium (100-499),Rent,Open,114,4.4,2,Hamilton
Treated,50,56,5-Extremely,Small (5-99),Rent,Open,202,3.8,2,Toronto
Treated,38,50,5-Extremely,Small (5-99),Paying vendors,Open,248,3.7,2,Toronto
Treated,40,52,5-Extremely,Micro (1-4),Paying vendors,Open,110,3.4,2,London
Treated,51,41,4-Very,Micro (1-4),Rent,Open,444,3.1,2,Ottawa
Treated,41,51,3-Moderately,Micro (1-4),Rent,Open,425,4.1,2,Thunder Bay
Treated,41,53,5-Extremely,Small (5-99),Business taxes,Open,370,3.8,3,Toronto
Treated,61,58,2-Slightly,Small (5-99),Rent,Open,319,4,2,Toronto
Treated,49,47,5-Extremely,Small (5-99),Rent,Open,154,3.1,2,Ottawa
Treated,58,58,5-Extremely,Micro (1-4),Rent,Open,248,3.5,2,London
Treated,47,43,5-Extremely,Small (5-99),Payroll,Open,497,4.3,2,Ottawa
Treated,45,49,1-Not at all,Small (5-99),Paying vendors,New,81,3.4,3,Ottawa
Treated,54,55,4-Very,Small (5-99),Insurance,Open,488,3.7,1,Ottawa
Treated,60,47,3-Moderately,Small (5-99),Business taxes,Open,134,3.7,2,Toronto
Treated,47,45,5-Extremely,Small (5-99),Business taxes,Open,233,3.1,2,Toronto
Treated,51,48,4-Very,Small (5-99),Insurance,Open,218,3.7,3,London
Treated,54,45,4-Very,Small (5-99),Paying vendors,Open,11,2.4,1,Toronto
Treated,45,53,4-Very,Small (5-99),Rent,Open,174,4.6,2,Ottawa
Treated,36,54,2-Slightly,Micro (1-4),Paying vendors,Open,231,3.2,1,Hamilton
Treated,50,46,5-Extremely,Small (5-99),Payroll,Open,12,2.7,2,Toronto
Treated,48,47,2-Slightly,Small (5-99),Rent,Open,296,3.3,2,Thunder Bay
Treated,51,46,5-Extremely,Small (5-99),Rent,Open,301,4.2,2,Toronto
Treated,41,47,3-Moderately,Small (5-99),Rent,Open,65,3.4,2,Ottawa
Treated,34,53,3-Moderately,Small (5-99),Payroll,Open,453,2.8,1,Toronto
Treated,32,46,2-Slightly,Small (5-99),Paying vendors,Open,400,4.4,1,Hamilton
Treated,47,56,4-Very,Micro (1-4),Paying vendors,Open,136,3.9,2,Toronto
Treated,58,50,5-Extremely,Small (5-99),Rent,Open,411,3.9,3,Hamilton
Treated,46,47,5-Extremely,Micro (1-4),Payroll,Open,369,4.1,2,Hamilton
Treated,49,47,2-Slightly,Small (5-99),Insurance,Open,19,4.1,1,Toronto
Treated,51,51,5-Extremely,Micro (1-4),Business taxes,Open,432,3.5,2,Ottawa
Treated,47,49,5-Extremely,Micro (1-4),Paying vendors,Open,321,4.5,2,Hamilton
Treated,53,55,5-Extremely,Small (5-99),Payroll,Open,165,3.7,2,Hamilton
Treated,55,40,5-Extremely,Small (5-99),Insurance,Open,326,3.7,3,Toronto
Treated,42,52,5-Extremely,Small (5-99),Business taxes,Open,446,3.7,2,London
Treated,49,60,5-Extremely,Small (5-99),Rent,Closed,63,3.3,3,Toronto
Treated,40,51,5-Extremely,Small (5-99),Paying vendors,Open,79,4.4,2,Toronto
Treated,45,48,5-Extremely,Small (5-99),Payroll,Open,67,3,2,Toronto
Treated,50,50,4-Very,Small (5-99),Rent,Open,210,3.6,3,Toronto
Treated,56,56,4-Very,Small (5-99),Payroll,Open,1,3.9,2,Hamilton
Treated,38,45,3-Moderately,Micro (1-4),Business taxes,Open,100,3.8,2,Toronto
Treated,49,55,5-Extremely,Small (5-99),Rent,Open,217,3.5,2,Ottawa
Treated,51,46,4-Very,Small (5-99),Paying vendors,Open,254,3.8,1,Toronto
Treated,49,48,5-Extremely,Micro (1-4),Payroll,Open,334,3.5,2,Toronto
Treated,57,47,5-Extremely,Small (5-99),Rent,Open,465,3.3,2,Toronto
Treated,39,56,3-Moderately,Small (5-99),Rent,Open,414,4.5,2,Ottawa
Treated,56,49,4-Very,Small (5-99),Payroll,Open,494,3.5,2,Toronto
Treated,51,52,3-Moderately,Small (5-99),Payroll,Open,165,3.9,3,Toronto
Treated,58,52,5-Extremely,Small (5-99),Rent,Open,445,3.4,2,London
Treated,52,51,2-Slightly,Small (5-99),Paying vendors,Open,227,3.9,3,London
Treated,49,44,4-Very,Small (5-99),Business taxes,Open,296,3.7,2,Ottawa
Treated,40,47,5-Extremely,Small (5-99),Payroll,Open,180,3.5,1,Hamilton
Treated,36,53,5-Extremely,Small (5-99),Rent,Open,122,4.1,1,Toronto
Treated,54,44,5-Extremely,Small (5-99),Rent,Open,127,3.1,2,Hamilton
Treated,46,47,5-Extremely,Small (5-99),Paying vendors,Open,112,3.8,2,Toronto
Treated,42,53,2-Slightly,Small (5-99),Business taxes,Open,182,3.6,2,Ottawa
Treated,66,51,4-Very,Micro (1-4),Business taxes,Open,155,3.1,2,Toronto
Treated,52,55,2-Slightly,Small (5-99),Paying vendors,Open,151,2.9,2,Toronto
Treated,40,52,5-Extremely,Micro (1-4),Payroll,Open,298,3.5,2,Toronto
Treated,54,48,4-Very,Micro (1-4),Rent,Open,175,3.5,2,Hamilton
Treated,58,40,5-Extremely,Micro (1-4),Payroll,Open,43,4.2,2,Toronto
Treated,37,57,4-Very,Small (5-99),Rent,Open,104,3.5,2,Toronto
Treated,52,41,5-Extremely,Small (5-99),Insurance,Open,352,2.9,2,Hamilton
Treated,53,49,5-Extremely,Small (5-99),Insurance,Open,315,2.7,2,Toronto
Treated,43,52,4-Very,Small (5-99),Paying vendors,Closed,499,3.8,2,London
Treated,57,44,5-Extremely,Small (5-99),Payroll,Open,250,3.3,1,Toronto
Treated,34,48,3-Moderately,Small (5-99),Rent,Open,403,3.8,2,Hamilton
Treated,50,51,4-Very,Micro (1-4),Insurance,Open,3,3.5,2,Toronto
Treated,42,56,4-Very,Small (5-99),Rent,Open,343,4.1,2,Toronto
Treated,39,51,2-Slightly,Small (5-99),Rent,Open,83,4.1,1,Toronto
Treated,49,46,4-Very,Small (5-99),Paying vendors,Open,461,3.2,2,Toronto
Treated,47,57,5-Extremely,Micro (1-4),Insurance,Open,457,4.2,1,Ottawa
Treated,52,52,4-Very,Small (5-99),Payroll,Open,120,3.6,3,Hamilton
